Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession
GCF_002897275.1	Microcystis aeruginosa NIES-298		NIES-298				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4923814	Scaffold	2018-01-09	BEIU01
GCF_002897315.1	Microcystis aeruginosa NIES-298		NIES-298				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4957478	Scaffold	2017-12-21	BEYQ01
GCA_002897275.1	Microcystis aeruginosa NIES-298		NIES-298				Annotation submitted by Laboratory of Marine Microbiology, Graduate school of Agriculture, Kyoto university	4923814	Scaffold	2018-01-09	BEIU01
GCA_002897315.1	Microcystis aeruginosa NIES-298		NIES-298				Annotation submitted by National Institute for Environmental Studies	4957478	Scaffold	2017-12-21	BEYQ01
GCF_008579685.1	Microcystis aeruginosa NIES-4264		NIES-4264				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4970456	Scaffold	2019-09-03	BHVS01
GCA_008579685.1	Microcystis aeruginosa NIES-4264		NIES-4264				Annotation submitted by University of Tsukuba	4970456	Scaffold	2019-09-03	BHVS01
GCF_004305995.1	Microcystis aeruginosa NIES-4285		NIES-4285				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5254657	Scaffold	2019-02-13	BIFY01
GCA_004305995.1	Microcystis aeruginosa NIES-4285		NIES-4285				Annotation submitted by University of Tsukuba	5254657	Scaffold	2019-02-13	BIFY01
GCF_008974145.1	Microcystis aeruginosa NIES-4325		NIES-4325				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3883890	Scaffold	2019-09-27	BJKP01
GCA_008974145.1	Microcystis aeruginosa NIES-4325		NIES-4325				Annotation submitted by National Institute for Environmental Studies	3883890	Scaffold	2019-09-27	BJKP01
GCF_002933835.1	Microcystis aeruginosa NIES-87		NIES-87				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4947287	Scaffold	2018-01-25	BFAC01
GCA_002933835.1	Microcystis aeruginosa NIES-87		NIES-87				Annotation submitted by National Institute for Environmental Studies	4947287	Scaffold	2018-01-25	BFAC01
GCF_001578075.1	Microcystis aeruginosa NIES-88		NIES-88				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5263219	Scaffold	2016-03-01	JXYX01
GCA_001578075.1	Microcystis aeruginosa NIES-88		NIES-88				NCBI Prokaryotic Genome Annotation Pipeline	5263219	Scaffold	2016-03-01	JXYX01
GCF_001725075.1	Microcystis aeruginosa NIES-98		NIES-98				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4983728	Scaffold	2016-09-13	MDZH01
GCA_001725075.1	Microcystis aeruginosa NIES-98		NIES-98				Annotation submitted by National Institute for Environmental Studies	4983728	Scaffold	2016-09-13	MDZH01
GCF_000312205.1	Microcystis aeruginosa PCC 7941		7941				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4801899	Scaffold	2012-08-06	CAIK01
GCA_000312205.1	Microcystis aeruginosa PCC 7941		7941				Annotation submitted by Genoscope CEA	4801899	Scaffold	2012-08-06	CAIK01
GCF_000307995.1	Microcystis aeruginosa PCC 9432		PCC 9432				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4994942	Scaffold	2012-08-06	CAIH01
GCA_000307995.2	Microcystis aeruginosa PCC 9432		PCC 9432				Annotation submitted by Genoscope CEA	4994942	Scaffold	2012-08-06	CAIH01
GCF_000312185.1	Microcystis aeruginosa PCC 9443		PCC 9443				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5185041	Scaffold	2012-08-06	CAIJ01
GCA_000312185.1	Microcystis aeruginosa PCC 9443		PCC 9443				Annotation submitted by Genoscope CEA	5185041	Scaffold	2012-08-06	CAIJ01
GCF_000312285.1	Microcystis aeruginosa PCC 9701		PCC 9701				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4755998	Scaffold	2012-08-06	CAIQ01
GCA_000312285.1	Microcystis aeruginosa PCC 9701		PCC 9701				Annotation submitted by Genoscope CEA	4755998	Scaffold	2012-08-06	CAIQ01
GCF_000312165.1	Microcystis aeruginosa PCC 9717		PCC 9717				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5300338	Scaffold	2012-08-06	CAII01
GCA_000312165.1	Microcystis aeruginosa PCC 9717		PCC 9717				Annotation submitted by Genoscope CEA	5300338	Scaffold	2012-08-06	CAII01
GCF_000312725.1	Microcystis aeruginosa PCC 9806		PCC 9806				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4262564	Scaffold	2012-08-06	CAIL01
GCA_000312725.1	Microcystis aeruginosa PCC 9806		PCC 9806				Annotation submitted by Genoscope CEA	4262564	Scaffold	2012-08-06	CAIL01
GCF_000312225.1	Microcystis aeruginosa PCC 9807		PCC 9807				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5155707	Scaffold	2012-08-06	CAIM01
GCA_000312225.1	Microcystis aeruginosa PCC 9807		PCC 9807				Annotation submitted by Genoscope CEA	5155707	Scaffold	2012-08-06	CAIM01
GCF_000312245.1	Microcystis aeruginosa PCC 9808		PCC 9808				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5051045	Scaffold	2012-08-06	CAIN01
GCA_000312245.1	Microcystis aeruginosa PCC 9808		PCC 9808				Annotation submitted by Genoscope CEA	5051045	Scaffold	2012-08-06	CAIN01
GCF_000312265.1	Microcystis aeruginosa PCC 9809		PCC 9809				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5011016	Scaffold	2012-08-06	CAIO01
GCA_000312265.1	Microcystis aeruginosa PCC 9809		PCC 9809				Annotation submitted by Genoscope CEA	5011016	Scaffold	2012-08-06	CAIO01
GCA_009995825.1	Microcystis aeruginosa S11-01				S11-01		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4979827	Scaffold	2020-01-29	JAADBL01
GCA_009995785.1	Microcystis aeruginosa S11-05				S11-05		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4975521	Scaffold	2020-01-29	JAADBM01
GCA_009995735.1	Microcystis aeruginosa SX13-01				SX13-01		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5276561	Scaffold	2020-01-29	JAADBN01
GCF_003206555.1	Microcystis aeruginosa Sj		Sj				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4617322	Scaffold	2018-06-08	BDSG01
GCA_003206555.1	Microcystis aeruginosa Sj		Sj				Annotation submitted by University of Tsukuba	4617322	Scaffold	2018-06-08	BDSG01
GCA_003388685.1	Microcystis aeruginosa TA09				TA09		NCBI Prokaryotic Genome Annotation Pipeline	5012749	Scaffold	2018-08-14	QQWA01
GCA_009995775.1	Microcystis aeruginosa W11-03				W11-03		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4478998	Scaffold	2020-01-29	JAADBP01
GCA_009995765.1	Microcystis aeruginosa W11-06				W11-06		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4480325	Scaffold	2020-01-29	JAADBQ01
GCA_009995705.1	Microcystis aeruginosa W13-11				W13-11		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4866322	Scaffold	2020-01-29	JAADBR01
GCA_009995685.1	Microcystis aeruginosa W13-13				W13-13		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4964311	Scaffold	2020-01-29	JAADBS01
GCA_009995645.1	Microcystis aeruginosa W13-15				W13-15		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5065390	Scaffold	2020-01-29	JAADBT01
GCA_009995625.1	Microcystis aeruginosa W13-16				W13-16		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5005468	Scaffold	2020-01-29	JAADBU01
GCA_009995635.1	Microcystis aeruginosa W13-18				W13-18		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4974513	Scaffold	2020-01-29	JAADBV01
GCA_003389435.1	Microcystis flos-aquae DF17				DF17		NCBI Prokaryotic Genome Annotation Pipeline	4931346	Scaffold	2018-08-14	QQWB01
GCF_003112475.1	Microcystis sp. 0824		0824				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4103170	Scaffold	2018-02-20	BDSM01
GCA_003112475.1	Microcystis sp. 0824		0824				Annotation submitted by Akita Prefectural University	4103170	Scaffold	2018-02-20	BDSM01
GCA_021300285.1	Microcystis sp. 49638_E5				49638_E5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4742130	Scaffold	2021-12-27	JAJTDH01
GCA_021300255.1	Microcystis sp. 53598_E5				53598_E5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3059545	Scaffold	2021-12-27	JAJTDG01
GCA_021300215.1	Microcystis sp. 53602_E8				53602_E8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4449360	Scaffold	2021-12-27	JAJTDD01
GCA_003386495.1	Microcystis wesenbergii TW10				TW10		NCBI Prokaryotic Genome Annotation Pipeline	4556116	Scaffold	2018-08-14	QQWD01
GCF_001942495.1	Moorena bouillonii PNG		PNG5-198				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8319104	Scaffold	2017-01-11	MKZS01
GCA_001942495.1	Moorena bouillonii PNG		PNG5-198				NCBI Prokaryotic Genome Annotation Pipeline	8319104	Scaffold	2017-01-11	MKZS01
GCF_000211815.1	Moorena producens 3L		3L				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8478612	Scaffold	2011-05-09	AEPQ01
GCF_001942475.1	Moorena producens 3L		3L				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8371387	Scaffold	2017-01-11	MKZR01
GCA_000211815.1	Moorena producens 3L		3L				Annotation submitted by University of California, San Diego, Scripps Institution of Oceanography	8478612	Scaffold	2011-05-09	AEPQ01
GCA_001942475.1	Moorena producens 3L		3L				NCBI Prokaryotic Genome Annotation Pipeline	8371387	Scaffold	2017-01-11	MKZR01
GCA_010672755.1	Moorena sp. SIO1F2				SIO1F2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7118633	Scaffold	2020-02-16	JAAHFV01
GCA_010672795.1	Moorena sp. SIO1G6				SIO1G6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8303279	Scaffold	2020-02-16	JAAHFZ01
GCA_010672555.1	Moorena sp. SIO2B7				SIO2B7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8871311	Scaffold	2020-02-16	JAAHGJ01
GCA_010672485.1	Moorena sp. SIO2C4				SIO2C4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7901001	Scaffold	2020-02-16	JAAHGN01
GCA_010672285.1	Moorena sp. SIO2I5				SIO2I5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10479999	Scaffold	2020-02-16	JAAHHB01
GCA_010672265.1	Moorena sp. SIO3A2				SIO3A2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8376638	Scaffold	2020-02-16	JAAHHC01
GCA_010672205.1	Moorena sp. SIO3A5				SIO3A5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8318518	Scaffold	2020-02-16	JAAHHD01
GCA_010692525.1	Moorena sp. SIO3B2				SIO3B2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9185209	Scaffold	2020-02-16	JAAHHE01
GCA_010692465.1	Moorena sp. SIO3C2				SIO3C2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8562960	Scaffold	2020-02-16	JAAHHH01
GCA_010672195.1	Moorena sp. SIO3E2				SIO3E2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6245696	Scaffold	2020-02-16	JAAHHK01
GCA_010692445.1	Moorena sp. SIO3E8				SIO3E8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8535497	Scaffold	2020-02-16	JAAHHM01
GCA_010672105.1	Moorena sp. SIO3F7				SIO3F7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8521894	Scaffold	2020-02-16	JAAHHP01
GCA_010692495.1	Moorena sp. SIO3G5				SIO3G5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9194339	Scaffold	2020-02-16	JAAHHQ01
GCA_010692395.1	Moorena sp. SIO3H5				SIO3H5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8356017	Scaffold	2020-02-16	JAAHHS01
GCA_010672095.1	Moorena sp. SIO3I6				SIO3I6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10286625	Scaffold	2020-02-16	JAAHHU01
GCA_010692375.1	Moorena sp. SIO3I7				SIO3I7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9978530	Scaffold	2020-02-16	JAAHHV01
GCA_010692325.1	Moorena sp. SIO3I8				SIO3I8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7992293	Scaffold	2020-02-16	JAAHHW01
GCA_010672065.1	Moorena sp. SIO4A1				SIO4A1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9140472	Scaffold	2020-02-16	JAAHHX01
GCA_010672045.1	Moorena sp. SIO4A3				SIO4A3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9849590	Scaffold	2020-02-16	JAAHHY01
GCA_010672005.1	Moorena sp. SIO4A5				SIO4A5		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8675040	Scaffold	2020-02-16	JAAHHZ01
GCA_010671945.1	Moorena sp. SIO4E2				SIO4E2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9155455	Scaffold	2020-02-16	JAAHIE01
GCA_010692345.1	Moorena sp. SIO4G2				SIO4G2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8353506	Scaffold	2020-02-16	JAAHIF01
GCA_010692305.1	Moorena sp. SIO4G3				SIO4G3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9930682	Scaffold	2020-02-16	JAAHIG01
GCF_010091945.1	Myxacorys almedinensis A		A				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4958574	Scaffold	2020-01-31	WVIE01
GCA_010091945.1	Myxacorys almedinensis A		A				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4958574	Scaffold	2020-01-31	WVIE01
GCF_000309385.1	Nodosilinea nodulosa PCC 7104		PCC 7104				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6891283	Scaffold	2012-11-05	ALVP01
GCA_000309385.1	Nodosilinea nodulosa PCC 7104		PCC 7104					6891283	Scaffold	2012-11-05	ALVP01
GCF_012911975.1	Nodosilinea sp. P-1105		P-1105				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6012553	Scaffold	2020-04-27	SMDQ01
GCA_012911975.1	Nodosilinea sp. P-1105		P-1105				NCBI Prokaryotic Genome Annotation Pipeline	6012553	Scaffold	2020-04-27	SMDQ01
GCF_015207755.1	Nodularia sp. LEGE 06071		LEGE 06071				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5581866	Scaffold	2020-11-02	JADEWH01
GCA_015207755.1	Nodularia sp. LEGE 06071		LEGE 06071				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5581866	Scaffold	2020-11-02	JADEWH01
GCF_002218065.1	Nodularia sp. NIES-3585		NIES-3585				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5773538	Scaffold	2017-06-23	BDUB01
GCA_002218065.1	Nodularia sp. NIES-3585		NIES-3585				Annotation submitted by Toyohashi University of Technology	5773538	Scaffold	2017-06-23	BDUB01
GCF_001904715.1	Nostoc calcicola FACHB-389		FACHB-389				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9049214	Scaffold	2016-12-14	MRBZ01
GCA_001904715.1	Nostoc calcicola FACHB-389		FACHB-389				NCBI Prokaryotic Genome Annotation Pipeline	9049214	Scaffold	2016-12-14	MRBZ01
GCF_003113895.1	Nostoc commune NIES-4072		NIES-4072				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8198700	Scaffold	2018-04-04	BDUD01
GCA_003113895.1	Nostoc commune NIES-4072		NIES-4072				Annotation submitted by Toyohashi University of Technology	8198700	Scaffold	2018-04-04	BDUD01
GCF_002897135.1	Nostoc cycadae WK-1		WK-1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6994461	Scaffold	2017-12-22	BDGE01
GCA_002897135.1	Nostoc cycadae WK-1		WK-1				Annotation submitted by NODAI Genome Research Center, Tokyo University of Agriculture	6994461	Scaffold	2017-12-22	BDGE01
GCF_020829495.1	Nostoc favosum CHAB5714		CHAB 5714				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8512220	Scaffold	2021-11-10	JAIVFQ01
GCA_020829495.1	Nostoc favosum CHAB5714		CHAB 5714				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8512220	Scaffold	2021-11-10	JAIVFQ01
GCF_002607965.1	Nostoc linckia z1		z1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9033951	Scaffold	2017-10-20	LAGX01
GCA_002607965.1	Nostoc linckia z1		z1				NCBI Prokaryotic Genome Annotation Pipeline	9033951	Scaffold	2017-10-20	LAGX01
GCF_002608275.1	Nostoc linckia z13		z13				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9177463	Scaffold	2017-10-20	LAHF01
GCA_002608275.1	Nostoc linckia z13		z13				NCBI Prokaryotic Genome Annotation Pipeline	9177463	Scaffold	2017-10-20	LAHF01
GCF_002608345.1	Nostoc linckia z14		z14				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8997043	Scaffold	2017-10-20	LAHG01
GCA_002608345.1	Nostoc linckia z14		z14				NCBI Prokaryotic Genome Annotation Pipeline	8997043	Scaffold	2017-10-20	LAHG01
GCF_002607925.1	Nostoc linckia z18		z18				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8898113	Scaffold	2017-10-20	LAHJ01
GCA_002607925.1	Nostoc linckia z18		z18				NCBI Prokaryotic Genome Annotation Pipeline	8898113	Scaffold	2017-10-20	LAHJ01
GCF_002607955.1	Nostoc linckia z2		z2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9011414	Scaffold	2017-10-20	LAGY01
GCA_002607955.1	Nostoc linckia z2		z2				NCBI Prokaryotic Genome Annotation Pipeline	9011414	Scaffold	2017-10-20	LAGY01
GCF_002608015.1	Nostoc linckia z3		z3				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8984433	Scaffold	2017-10-20	LAGZ01
GCA_002608015.1	Nostoc linckia z3		z3				NCBI Prokaryotic Genome Annotation Pipeline	8984433	Scaffold	2017-10-20	LAGZ01
GCF_002608075.1	Nostoc linckia z4		z4				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8997966	Scaffold	2017-10-20	LAHA01
GCA_002608075.1	Nostoc linckia z4		z4				NCBI Prokaryotic Genome Annotation Pipeline	8997966	Scaffold	2017-10-20	LAHA01
GCF_002608105.1	Nostoc linckia z6		z6				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9014207	Scaffold	2017-10-20	LAHB01
GCA_002608105.1	Nostoc linckia z6		z6				NCBI Prokaryotic Genome Annotation Pipeline	9014207	Scaffold	2017-10-20	LAHB01
GCF_002608135.1	Nostoc linckia z7		z7				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9038860	Scaffold	2017-10-20	LAHC01
GCA_002608135.1	Nostoc linckia z7		z7				NCBI Prokaryotic Genome Annotation Pipeline	9038860	Scaffold	2017-10-20	LAHC01
GCF_002608145.1	Nostoc linckia z8		z8				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9054479	Scaffold	2017-10-20	LAHD01
GCA_002608145.1	Nostoc linckia z8		z8				NCBI Prokaryotic Genome Annotation Pipeline	9054479	Scaffold	2017-10-20	LAHD01
GCF_002608225.1	Nostoc linckia z9		z9				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8951761	Scaffold	2017-10-20	LAHE01
GCA_002608225.1	Nostoc linckia z9		z9				NCBI Prokaryotic Genome Annotation Pipeline	8951761	Scaffold	2017-10-20	LAHE01
GCF_020829645.1	Nostoc mirabile CHAB5784		CHAB 5784				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9882092	Scaffold	2021-11-10	JAIVFS01
GCA_020829645.1	Nostoc mirabile CHAB5784		CHAB 5784				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9882092	Scaffold	2021-11-10	JAIVFS01
GCA_003326195.1	Nostoc punctiforme NIES-2108				NIES-2108		NCBI Prokaryotic Genome Annotation Pipeline	9204130	Scaffold	2018-07-18	LXQE01
GCF_002631755.1	Nostoc sp. 'Peltigera malacea cyanobiont' DB3992				DB3992		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8521473	Scaffold	2017-10-23	NSHF01
GCA_002631755.1	Nostoc sp. 'Peltigera malacea cyanobiont' DB3992				DB3992		NCBI Prokaryotic Genome Annotation Pipeline	8521473	Scaffold	2017-10-23	NSHF01
GCF_002246015.1	Nostoc sp. 'Peltigera membranacea cyanobiont' 210A		210A				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8325913	Scaffold	2017-08-11	NOLJ01
GCA_002246015.1	Nostoc sp. 'Peltigera membranacea cyanobiont' 210A		210A				NCBI Prokaryotic Genome Annotation Pipeline	8325913	Scaffold	2017-08-11	NOLJ01
GCF_002245975.1	Nostoc sp. 'Peltigera membranacea cyanobiont' 213		213				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8331440	Scaffold	2017-08-11	NOLI01
GCA_002245975.1	Nostoc sp. 'Peltigera membranacea cyanobiont' 213		213				NCBI Prokaryotic Genome Annotation Pipeline	8331440	Scaffold	2017-08-11	NOLI01
GCF_002245985.1	Nostoc sp. 'Peltigera membranacea cyanobiont' 232		232				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9158766	Scaffold	2017-08-11	NOLK01
GCA_002245985.1	Nostoc sp. 'Peltigera membranacea cyanobiont' 232		232				NCBI Prokaryotic Genome Annotation Pipeline	9158766	Scaffold	2017-08-11	NOLK01
GCF_010091925.1	Nostoc sp. B(2019)		B				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7426239	Scaffold	2020-01-31	WVID01
GCA_010091925.1	Nostoc sp. B(2019)		B				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7426239	Scaffold	2020-01-31	WVID01
GCF_020829685.1	Nostoc sp. CHAB 5715		CHAB 5715				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7052049	Scaffold	2021-11-10	JAIVFR01
GCA_020829685.1	Nostoc sp. CHAB 5715		CHAB 5715				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7052049	Scaffold	2021-11-10	JAIVFR01
GCF_020829665.1	Nostoc sp. CHAB 5824		CHAB 5824				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8112251	Scaffold	2021-11-10	JAIVFT01
GCA_020829665.1	Nostoc sp. CHAB 5824		CHAB 5824				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8112251	Scaffold	2021-11-10	JAIVFT01
GCF_020829445.1	Nostoc sp. CHAB 5836		CHAB 5836				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7457132	Scaffold	2021-11-10	JAIVFV01
GCA_020829445.1	Nostoc sp. CHAB 5836		CHAB 5836				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7457132	Scaffold	2021-11-10	JAIVFV01
GCF_020829595.1	Nostoc sp. CHAB 5844		CHAB 5844				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7868011	Scaffold	2021-11-10	JAIVFW01
GCA_020829595.1	Nostoc sp. CHAB 5844		CHAB 5844				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7868011	Scaffold	2021-11-10	JAIVFW01
GCA_016743225.1	Nostoc sp. GBBB01				GBBB01		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8131703	Scaffold	2021-01-22	VRZE01
GCA_017115065.1	Nostoc sp. JL23				JL23		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8059889	Scaffold	2021-03-01	JABXKN01
GCA_017114965.1	Nostoc sp. JL31				JL31		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7630187	Scaffold	2021-03-01	JABXKO01
GCA_017114985.1	Nostoc sp. JL33				JL33		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7108391	Scaffold	2021-03-01	JABXKP01
GCA_017114945.1	Nostoc sp. JL34				JL34		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7818748	Scaffold	2021-03-01	JABXKQ01
GCF_001712795.1	Nostoc sp. KVJ20		KVJ20				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9184886	Scaffold	2016-08-25	LSSA01
GCA_001712795.1	Nostoc sp. KVJ20		KVJ20				NCBI Prokaryotic Genome Annotation Pipeline	9184886	Scaffold	2016-08-25	LSSA01
GCF_015206985.1	Nostoc sp. LEGE 12447		LEGE 12447				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8559644	Scaffold	2020-11-02	JADEXT01
GCA_015206985.1	Nostoc sp. LEGE 12447		LEGE 12447				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8559644	Scaffold	2020-11-02	JADEXT01
GCA_017115165.1	Nostoc sp. LPT				LPT		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8613793	Scaffold	2021-03-01	JABXKF01
GCA_001698435.1	Nostoc sp. MBR 210				MBR 210		NCBI Prokaryotic Genome Annotation Pipeline	6931753	Scaffold	2016-08-03	MBRD01
GCA_017115145.1	Nostoc sp. NMS1				NMS1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7881170	Scaffold	2021-03-01	JABXKG01
GCA_017115105.1	Nostoc sp. NMS2				NMS2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7571466	Scaffold	2021-03-01	JABXKH01
GCA_017115095.1	Nostoc sp. NMS4				NMS4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7584000	Scaffold	2021-03-01	JABXKI01
GCA_017115085.1	Nostoc sp. NMS7				NMS7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8287246	Scaffold	2021-03-01	JABXKJ01
GCA_017115045.1	Nostoc sp. NMS8				NMS8		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7928202	Scaffold	2021-03-01	JABXKK01
GCA_017114995.1	Nostoc sp. NMS9				NMS9		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8088017	Scaffold	2021-03-01	JABXKL01
GCA_017115025.1	Nostoc sp. NOS(2021)				NOS		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7622323	Scaffold	2021-03-01	JABXKM01
GCF_003990585.1	Nostoc sp. PCC 7120 = FACHB-418		PCC 7120				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7106927	Scaffold	2019-01-02	RSCN01
GCA_003990585.1	Nostoc sp. PCC 7120 = FACHB-418		PCC 7120				Annotation submitted by Leibniz Institute DSMZ-German Collection of Microorganisms and Cell Cultures	7106927	Scaffold	2019-01-02	RSCN01
GCF_002155185.1	Nostoc sp. RF31YmG		RF31YmG				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9205737	Scaffold	2017-05-22	MTAX01
GCA_002155185.1	Nostoc sp. RF31YmG		RF31YmG				NCBI Prokaryotic Genome Annotation Pipeline	9205737	Scaffold	2017-05-22	MTAX01
GCF_002154695.1	Nostoc sp. T09		T09				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8251853	Scaffold	2017-05-22	MTAV01
GCA_002154695.1	Nostoc sp. T09		T09				NCBI Prokaryotic Genome Annotation Pipeline	8251853	Scaffold	2017-05-22	MTAV01
