Assembly Accession	Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Annotation Name	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	WGS project accession
GCA_020404965.1	Pseudanabaena sp. M57BS1SP1A06MG				M57BS1SP1A06MG		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4556108	Contig	2021-10-09	JADBWF01
GCA_012032055.1	Pseudanabaena sp. RU_4_16				RU_4_16		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2024676	Contig	2020-04-05	JAAURW01
GCF_002251945.1	Pseudanabaena sp. SR411		SR411				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5780027	Contig	2017-08-15	NDHW01
GCA_002251945.1	Pseudanabaena sp. SR411		SR411				NCBI Prokaryotic Genome Annotation Pipeline	5780027	Contig	2017-08-15	NDHW01
GCA_012030965.1	Pseudanabaena sp. SU_2_4				SU_2_4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1923755	Contig	2020-04-05	JAAUUX01
GCA_023336205.1	Pseudanabaena sp. Salubria-1				Salubria-1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7138199	Contig	2022-05-11	JALQCR01
GCF_006861605.1	Pseudanabaena sp. UWO310		UWO310				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5264332	Contig	2019-07-10	SELU01
GCA_006861605.1	Pseudanabaena sp. UWO310		UWO310				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5264332	Contig	2019-07-10	SELU01
GCF_006937785.1	Pseudanabaena sp. UWO311		UWO311				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5211636	Contig	2019-07-12	SJEE01
GCA_006937785.1	Pseudanabaena sp. UWO311		UWO311				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5211636	Contig	2019-07-12	SJEE01
GCF_016584665.1	Pseudanabaena sp. lw0831		lw0831				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5264835	Contig	2021-01-04	BBJB01
GCA_016584665.1	Pseudanabaena sp. lw0831		lw0831				Annotation submitted by Shandong University	5264835	Contig	2021-01-04	BBJB01
GCF_012863495.1	Pseudanabaena yagii GIHE-NHR1		GIHE-NHR1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5567508	Contig	2020-04-27	JAAVJL01
GCA_012863495.1	Pseudanabaena yagii GIHE-NHR1		GIHE-NHR1				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5567508	Contig	2020-04-27	JAAVJL01
GCA_015206935.1	Pseudanabaenaceae cyanobacterium LEGE 13415		LEGE 13415				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5857699	Contig	2020-11-02	JADEXW01
GCA_022360135.1	Pseudanabaenales cyanobacterium				MAG.87		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7743415	Contig	2022-02-22	JAKSDM01
GCF_000350105.1	Richelia intracellularis HH01		HH01				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3243759	Contig	2013-03-27	CAIY01
GCA_000350105.1	Richelia intracellularis HH01		HH01				Annotation submitted by UC-Santa Cruz	3243759	Contig	2013-03-27	CAIY01
GCF_000350125.1	Richelia intracellularis HM01		HM01				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2212909	Contig	2013-03-27	CAIS01
GCA_000350125.1	Richelia intracellularis HM01		HM01				Annotation submitted by UC-Santa Cruz	2212909	Contig	2013-03-27	CAIS01
GCF_014698825.1	Richelia sinica FACHB-800		FACHB-800				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5801828	Contig	2020-09-22	JACJTT01
GCA_014698825.1	Richelia sinica FACHB-800		FACHB-800				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5801828	Contig	2020-09-22	JACJTT01
GCA_013214565.1	Richelia sp.				DT_104		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4618895	Contig	2020-06-02	JABSSE01
GCA_012034575.1	Richelia sp. CSU_2_1				CSU_2_1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7272175	Contig	2020-04-06	JAAUPF01
GCA_019192545.1	Rivularia sp. (in: Bacteria)				MS3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	9193454	Contig	2021-07-09	JAHCMI01
GCA_022968935.1	Rivularia sp. ALOHA_DT_140				ALOHA_DT_140		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5881548	Contig	2022-04-13	JALJPP01
GCA_015272215.1	Rivularia sp. T60_A2020_040				T60_A2020_040		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6018129	Contig	2020-11-06	JACYMD01
GCF_015207255.1	Romeria aff. gracilis LEGE 07310		LEGE 07310				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5264681	Contig	2020-11-02	JADEXG01
GCA_015207255.1	Romeria aff. gracilis LEGE 07310		LEGE 07310				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5264681	Contig	2020-11-02	JADEXG01
GCA_001890975.1	Roseofilum reptotaenium AO1-A				AO1-A		NCBI Prokaryotic Genome Annotation Pipeline	5826181	Contig	2016-12-07	MLAW01
GCA_017746815.1	Roseofilum sp. Belize BBD 4				Belize BBD 4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5230154	Contig	2021-04-04	JAGHZL01
GCA_017746785.1	Roseofilum sp. Belize Diploria				Belize Diploria		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5355923	Contig	2021-04-04	JAGHZM01
GCA_017746735.1	Roseofilum sp. Guam				Guam		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5454730	Contig	2021-04-04	JAGHZN01
GCA_017746885.1	Roseofilum sp. SBFL				SBFL		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5300422	Contig	2021-04-04	JAGHZH01
GCA_017746875.1	Roseofilum sp. SID1				SID1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4946322	Contig	2021-04-04	JAGHZI01
GCA_017746855.1	Roseofilum sp. SID2				SID2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5004659	Contig	2021-04-04	JAGHZJ01
GCA_017746835.1	Roseofilum sp. SID3				SID3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5002588	Contig	2021-04-04	JAGHZK01
GCF_000473895.1	Rubidibacter lacunae KORDI 51-2		KORDI 51-2				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4153658	Contig	2013-10-07	ASSJ01
GCA_000473895.1	Rubidibacter lacunae KORDI 51-2		KORDI 51-2				Annotation submitted by Korea Institute of Ocean Science and Technology	4153658	Contig	2013-10-07	ASSJ01
GCA_019359045.1	Scytolyngbya sp. HA4215-MV1				HA4215-MV1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6618851	Contig	2021-07-27	JAHHIA01
GCF_014698435.1	Scytonema hofmannii FACHB-248		FACHB-248				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7929393	Contig	2020-09-22	JACJTA01
GCA_014698435.1	Scytonema hofmannii FACHB-248		FACHB-248				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7929393	Contig	2020-09-22	JACJTA01
GCA_019359075.1	Scytonema hyalinum WJT4-NPBG1				WJT4-NPBG1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	8399904	Contig	2021-07-27	JAHHIB01
GCA_012035165.1	Scytonema sp. CRU_2_7				CRU_2_7		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6574277	Contig	2020-04-06	JAAUOR01
GCA_012031965.1	Scytonema sp. RU_4_4				RU_4_4		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7329063	Contig	2020-04-05	JAAUSC01
GCF_009725235.1	Scytonema sp. UIC 10036		UIC 10036				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	14051789	Contig	2019-12-02	WJFC01
GCA_009725235.1	Scytonema sp. UIC 10036		UIC 10036				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	14051789	Contig	2019-12-02	WJFC01
GCA_019359035.1	Scytonematopsis contorta HA4267-MV1				HA4267-MV1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10657584	Contig	2021-07-27	JAHHIC01
GCF_005402885.1	Sphaerospermopsis reniformis		NIES-1949				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	6025023	Contig	2019-03-18	BJCE01
GCA_005402885.1	Sphaerospermopsis reniformis		NIES-1949				Annotation submitted by National Institute for Environmental Studies	6025023	Contig	2019-03-18	BJCE01
GCF_014696195.1	Sphaerospermopsis sp. FACHB-1094		FACHB-1094				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5714572	Contig	2020-09-22	JACJPT01
GCA_014696195.1	Sphaerospermopsis sp. FACHB-1094		FACHB-1094				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5714572	Contig	2020-09-22	JACJPT01
GCF_014696235.1	Sphaerospermopsis sp. FACHB-1194		FACHB-1194				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5405915	Contig	2020-09-22	JACJPU01
GCA_014696235.1	Sphaerospermopsis sp. FACHB-1194		FACHB-1194				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5405915	Contig	2020-09-22	JACJPU01
GCF_014299995.1	Sphaerospermopsis sp. LEGE 00249		LEGE 00249				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5298876	Contig	2020-08-26	JACJUZ01
GCA_014299995.1	Sphaerospermopsis sp. LEGE 00249		LEGE 00249				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5298876	Contig	2020-08-26	JACJUZ01
GCF_015207205.1	Sphaerospermopsis sp. LEGE 08334		LEGE 08334				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5548733	Contig	2020-11-02	JADEXH01
GCA_015207205.1	Sphaerospermopsis sp. LEGE 08334		LEGE 08334				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5548733	Contig	2020-11-02	JADEXH01
GCA_019359015.1	Spirirestis rafaelensis WJT71-NPBG6				WJT71-NPBG6		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7071876	Contig	2021-07-27	JAHHID01
GCF_016888125.1	Spirulina major CCY15215		CCY15215				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5514817	Contig	2021-02-13	JACSWA01
GCA_016888125.1	Spirulina major CCY15215		CCY15215					5514817	Contig	2021-02-13	JACSWA01
GCA_007693875.1	Spirulina sp. DLM2.Bin59				DLM2.Bin59		NCBI Prokaryotic Genome Annotation Pipeline	3366209	Contig	2019-07-30	RECT01
GCA_012034065.1	Spirulinaceae cyanobacterium RM2_2_10				RM2_2_10		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3339193	Contig	2020-04-05	JAAURE01
GCA_019358945.1	Stenomitos rutilans HA7619-LM2				HA7619-LM2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7280192	Contig	2021-07-27	JAHHIE01
GCA_016903675.1	Stigonema ocellatum SAG 48.90 = DSM 106950				JP211		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	10354469	Contig	2021-02-17	JADQBA01
GCA_019358875.1	Symplocastrum torsivum CPER-KK1				CPER-KK1		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	7803281	Contig	2021-07-27	JAHHIF01
GCA_009927805.1	Synechococcaceae bacterium LLD_019				LLD_019		NCBI Prokaryotic Genome Annotation Pipeline	2020506	Contig	2020-01-23	RFMH01
GCA_009926195.1	Synechococcaceae bacterium WB4_1_0192				WB4_1_0192		NCBI Prokaryotic Genome Annotation Pipeline	2314180	Contig	2020-01-23	RFPK01
GCA_009924845.1	Synechococcaceae bacterium WB4_2_0805				WB4_2_0805		NCBI Prokaryotic Genome Annotation Pipeline	1135464	Contig	2020-01-23	RFQU01
GCA_009924865.1	Synechococcaceae bacterium WB4_2_0811				WB4_2_0811		NCBI Prokaryotic Genome Annotation Pipeline	1016555	Contig	2020-01-23	RFQT01
GCA_009920325.1	Synechococcaceae bacterium WB5_2A_257				WB5_2A_257		NCBI Prokaryotic Genome Annotation Pipeline	1821335	Contig	2020-01-23	RGAE01
GCA_009920925.1	Synechococcaceae bacterium WB5_2B_268				WB5_2B_268		NCBI Prokaryotic Genome Annotation Pipeline	1806675	Contig	2020-01-23	RFZC01
GCA_009918485.1	Synechococcaceae bacterium WB6_1A_059				WB6_1A_059		NCBI Prokaryotic Genome Annotation Pipeline	2205486	Contig	2020-01-23	RGDX01
GCA_009918575.1	Synechococcaceae bacterium WB6_1B_055				WB6_1B_055		NCBI Prokaryotic Genome Annotation Pipeline	1892070	Contig	2020-01-23	RGDV01
GCA_009919595.1	Synechococcaceae bacterium WB6_3A_227				WB6_3A_227		NCBI Prokaryotic Genome Annotation Pipeline	1301167	Contig	2020-01-23	RGBQ01
GCA_009919965.1	Synechococcaceae bacterium WB6_3B_236				WB6_3B_236		NCBI Prokaryotic Genome Annotation Pipeline	2095336	Contig	2020-01-23	RGAV01
GCA_010025245.1	Synechococcaceae bacterium WB7_1B_046				WB7_1B_046		NCBI Prokaryotic Genome Annotation Pipeline	1959720	Contig	2020-01-31	RGFF01
GCA_010023725.1	Synechococcaceae bacterium WB7_3xG_012				WB7_3xG_012		NCBI Prokaryotic Genome Annotation Pipeline	1917081	Contig	2020-01-31	RGIN01
GCA_010021865.1	Synechococcaceae bacterium WB8_1A_041				WB8_1A_041		NCBI Prokaryotic Genome Annotation Pipeline	1885896	Contig	2020-01-31	RGMM01
GCA_010029225.1	Synechococcaceae bacterium WB8_1B_057				WB8_1B_057		NCBI Prokaryotic Genome Annotation Pipeline	2152308	Contig	2020-01-31	RGNA01
GCA_010029175.1	Synechococcaceae bacterium WB8_1B_136				WB8_1B_136		NCBI Prokaryotic Genome Annotation Pipeline	2235236	Contig	2020-01-31	RGNC01
GCA_010026015.1	Synechococcaceae bacterium WB8_3_299				WB8_3_299		NCBI Prokaryotic Genome Annotation Pipeline	1574413	Contig	2020-01-31	RGQC01
GCA_010026945.1	Synechococcaceae bacterium WB9_2_069				WB9_2_069		NCBI Prokaryotic Genome Annotation Pipeline	1790156	Contig	2020-01-31	RGWF01
GCA_010027605.1	Synechococcaceae bacterium WB9_2_112				WB9_2_112		NCBI Prokaryotic Genome Annotation Pipeline	2350830	Contig	2020-01-31	RGUW01
GCA_010029765.1	Synechococcaceae bacterium WB9_3_282				WB9_3_282		NCBI Prokaryotic Genome Annotation Pipeline	1852825	Contig	2020-01-31	RGWP01
GCA_010028115.1	Synechococcaceae bacterium WB9_4xB_025				WB9_4xB_025		NCBI Prokaryotic Genome Annotation Pipeline	2324496	Contig	2020-01-31	RGTV01
GCA_010028065.1	Synechococcaceae bacterium WB9_4xC_028				WB9_4xC_028		NCBI Prokaryotic Genome Annotation Pipeline	2082413	Contig	2020-01-31	RGUA01
GCA_010031595.1	Synechococcaceae bacterium WBA_2_066				WBA_2_066		NCBI Prokaryotic Genome Annotation Pipeline	1805555	Contig	2020-01-31	RGZL01
GCA_010028725.1	Synechococcaceae bacterium WBA_3_309				WBA_3_309		NCBI Prokaryotic Genome Annotation Pipeline	1793783	Contig	2020-01-31	RHAJ01
GCA_010030955.1	Synechococcaceae bacterium WBB_10_009				WBB_10_009		NCBI Prokaryotic Genome Annotation Pipeline	1974164	Contig	2020-01-31	RHBP01
GCA_010031025.1	Synechococcaceae bacterium WBB_32_011				WBB_32_011		NCBI Prokaryotic Genome Annotation Pipeline	1378436	Contig	2020-01-31	RHBM01
GCA_010031085.1	Synechococcaceae bacterium WBB_34_004				WBB_34_004		NCBI Prokaryotic Genome Annotation Pipeline	1772906	Contig	2020-01-31	RHBI01
GCA_010030765.1	Synechococcaceae bacterium WBB_3_034				WBB_3_034		NCBI Prokaryotic Genome Annotation Pipeline	1890250	Contig	2020-01-31	RHBZ01
GCA_012033635.1	Synechococcaceae cyanobacterium RM1_1_27				RM1_1_27		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1493771	Contig	2020-04-05	JAAUQK01
GCA_012031845.1	Synechococcaceae cyanobacterium SM1_2_3				SM1_2_3		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3813328	Contig	2020-04-05	JAAUTD01
GCA_012031565.1	Synechococcaceae cyanobacterium SM2_3_2				SM2_3_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3929418	Contig	2020-04-05	JAAUUM01
GCA_012031135.1	Synechococcaceae cyanobacterium SM2_3_60				SM2_3_60		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	984362	Contig	2020-04-05	JAAUUO01
GCA_015272325.1	Synechococcales cyanobacterium C42_A2020_086				C42_A2020_086		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5928601	Contig	2020-11-06	JACYLU01
GCA_012034805.1	Synechococcales cyanobacterium CRU_2_2				CRU_2_2		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5321466	Contig	2020-04-06	JAAUOP01
GCA_009937125.1	Synechococcales cyanobacterium H12SWP_bin.12				H12SWP_bin.12		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1871192	Contig	2020-01-27	JAACDE01
GCA_015272375.1	Synechococcales cyanobacterium K32_A2020_035				K32_A2020_035		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4371702	Contig	2020-11-06	JACYLV01
GCA_015272335.1	Synechococcales cyanobacterium K44_A2020_017				K44_A2020_017		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4432392	Contig	2020-11-06	JACYLW01
GCA_015295905.1	Synechococcales cyanobacterium M55_K2018_004				M55_K2018_004		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5013995	Contig	2020-11-09	DVEB01
GCA_015272295.1	Synechococcales cyanobacterium M58_A2018_015				M58_A2018_015		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	5813440	Contig	2020-11-06	JACYLZ01
GCA_012032025.1	Synechococcales cyanobacterium RU_4_20				RU_4_20		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	3346439	Contig	2020-04-05	JAAURX01
GCA_015272205.1	Synechococcales cyanobacterium T60_A2020_003				T60_A2020_003		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	4020528	Contig	2020-11-06	JACYMB01
GCF_014698895.1	Synechococcus elongatus FACHB-1061		FACHB-1061				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2734236	Contig	2020-09-22	JACJTW01
GCA_014698895.1	Synechococcus elongatus FACHB-1061		FACHB-1061				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2734236	Contig	2020-09-22	JACJTW01
GCF_014698415.1	Synechococcus elongatus FACHB-242		FACHB-242				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2735070	Contig	2020-09-22	JACJSY01
GCA_014698415.1	Synechococcus elongatus FACHB-242		FACHB-242				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2735070	Contig	2020-09-22	JACJSY01
GCF_014698905.1	Synechococcus elongatus PCC 7942 = FACHB-805		FACHB-805				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2743371	Contig	2020-09-22	JACJTX01
GCA_014698905.1	Synechococcus elongatus PCC 7942 = FACHB-805		FACHB-805				NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2743371	Contig	2020-09-22	JACJTX01
GCF_903837405.1	Synechococcus lacustris				Ja1_bin-2206		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2066775	Contig	2020-07-18	CAILUN01
GCF_903858395.1	Synechococcus lacustris				Ja_bin-3540		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1993130	Contig	2020-07-17	CAIOIS01
GCF_903866575.1	Synechococcus lacustris				Ja2_bin-0664		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1781666	Contig	2020-07-17	CAIPOC01
GCF_903872215.1	Synechococcus lacustris				Ja1-D5_bin-150		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2050841	Contig	2020-07-18	CAIQJY01
GCF_903872815.1	Synechococcus lacustris				Ja1-D4_bin-589		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2068118	Contig	2020-07-18	CAIQMA01
GCF_903878095.1	Synechococcus lacustris				MJ-time_bin-4714		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2444302	Contig	2020-07-18	CAIRGI01
GCF_903883435.1	Synechococcus lacustris				Ja1-D2_bin-0710		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2262262	Contig	2020-07-18	CAISAU01
GCF_903884075.1	Synechococcus lacustris				Loclat_bin-06971		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2499467	Contig	2020-07-18	CAISDG01
GCF_903887965.1	Synechococcus lacustris				Ja2-D2_bin-0074		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1880061	Contig	2020-07-17	CAISRW01
GCF_903934005.1	Synechococcus lacustris				Loc090907-5m_bin-323		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2434429	Contig	2020-07-18	CAIZLY01
GCF_903934605.1	Synechococcus lacustris				Loc080925-7m_bin-0974		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2652224	Contig	2020-07-18	CAIZOI01
GCF_903935695.1	Synechococcus lacustris				Loc090907-8-6m_bin-478		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2632666	Contig	2020-07-18	CAIZSN01
GCF_903936695.1	Synechococcus lacustris				Loc080925-8m_bin-908		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2686112	Contig	2020-07-18	CAIZWK01
GCF_903936805.1	Synechococcus lacustris				Loc090519-5m_bin-0193		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2539001	Contig	2020-07-18	CAIZXA01
GCF_903936985.1	Synechococcus lacustris				Loc090907-8m_bin-669		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2448844	Contig	2020-07-18	CAIZXO01
GCF_903937765.1	Synechococcus lacustris				Loc080925-4-5m_bin-0190		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2627351	Contig	2020-07-18	CAJAAI01
GCF_903938375.1	Synechococcus lacustris				Loc090721-8m_bin-650		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2689597	Contig	2020-07-18	CAJACU01
GCF_903939705.1	Synechococcus lacustris				Loc090721-4m_bin-0720		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2505582	Contig	2020-07-18	CAJAIC01
GCF_903940395.1	Synechococcus lacustris				Loc090721-7m_bin-112		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2474818	Contig	2020-07-18	CAJAKO01
GCF_903940455.1	Synechococcus lacustris				Loc080925-4m_bin-0603		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2635973	Contig	2020-07-18	CAJALB01
GCF_903943975.1	Synechococcus lacustris				Loc090721-5m_bin-503		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2470137	Contig	2020-07-18	CAJAQB01
GCF_903944355.1	Synechococcus lacustris				Loc090907-6m_bin-455		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2475429	Contig	2020-07-18	CAJARI01
GCF_903944915.1	Synechococcus lacustris				Loc080925-8-8m_bin-316		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2740482	Contig	2020-07-18	CAJATR01
GCF_903944935.1	Synechococcus lacustris				Loc080925-5m_bin-0946		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2656095	Contig	2020-07-18	CAJATQ01
GCF_903949255.1	Synechococcus lacustris				Loc090721-6m_bin-132		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2505443	Contig	2020-07-18	CAJAYV01
GCF_903949385.1	Synechococcus lacustris				Loc090519-4m_bin-515		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2486750	Contig	2020-07-18	CAJAZF01
GCF_903953475.1	Synechococcus lacustris				Loc090721-8m_bin-647		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2689597	Contig	2020-07-18	CAJBJR01
GCF_903954105.1	Synechococcus lacustris				Loc080925-6m_bin-0858		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1414072	Contig	2020-07-17	CAJBMA01
GCF_903959745.1	Synechococcus lacustris				Loc090721-8-6m_bin-0951		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2658791	Contig	2020-07-18	CAJBXU01
GCF_903960735.1	Synechococcus lacustris				Loc081215-5m_bin-0692		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	2277954	Contig	2020-07-18	CAJCBZ01
GCA_021737805.1	Synechococcus lacustris				Tobar12m-G28		NCBI Prokaryotic Genome Annotation Pipeline (PGAP)	1605557	Contig	2022-01-31	JAIPDG01
GCA_903837405.1	Synechococcus lacustris				Ja1_bin-2206			2066775	Contig	2020-07-18	CAILUN01
GCA_903858395.1	Synechococcus lacustris				Ja_bin-3540			1993130	Contig	2020-07-17	CAIOIS01
GCA_903866575.1	Synechococcus lacustris				Ja2_bin-0664			1781666	Contig	2020-07-17	CAIPOC01
GCA_903872215.1	Synechococcus lacustris				Ja1-D5_bin-150			2050841	Contig	2020-07-18	CAIQJY01
GCA_903872815.1	Synechococcus lacustris				Ja1-D4_bin-589			2068118	Contig	2020-07-18	CAIQMA01
GCA_903878095.1	Synechococcus lacustris				MJ-time_bin-4714			2444302	Contig	2020-07-18	CAIRGI01
GCA_903883435.1	Synechococcus lacustris				Ja1-D2_bin-0710			2262262	Contig	2020-07-18	CAISAU01
GCA_903884075.1	Synechococcus lacustris				Loclat_bin-06971			2499467	Contig	2020-07-18	CAISDG01
GCA_903887965.1	Synechococcus lacustris				Ja2-D2_bin-0074			1880061	Contig	2020-07-17	CAISRW01
GCA_903934005.1	Synechococcus lacustris				Loc090907-5m_bin-323			2434429	Contig	2020-07-18	CAIZLY01
GCA_903934605.1	Synechococcus lacustris				Loc080925-7m_bin-0974			2652224	Contig	2020-07-18	CAIZOI01
GCA_903935695.1	Synechococcus lacustris				Loc090907-8-6m_bin-478			2632666	Contig	2020-07-18	CAIZSN01
GCA_903936695.1	Synechococcus lacustris				Loc080925-8m_bin-908			2686112	Contig	2020-07-18	CAIZWK01
GCA_903936805.1	Synechococcus lacustris				Loc090519-5m_bin-0193			2539001	Contig	2020-07-18	CAIZXA01
GCA_903936985.1	Synechococcus lacustris				Loc090907-8m_bin-669			2448844	Contig	2020-07-18	CAIZXO01
GCA_903937765.1	Synechococcus lacustris				Loc080925-4-5m_bin-0190			2627351	Contig	2020-07-18	CAJAAI01
GCA_903938375.1	Synechococcus lacustris				Loc090721-8m_bin-650			2689597	Contig	2020-07-18	CAJACU01
GCA_903939705.1	Synechococcus lacustris				Loc090721-4m_bin-0720			2505582	Contig	2020-07-18	CAJAIC01
GCA_903940395.1	Synechococcus lacustris				Loc090721-7m_bin-112			2474818	Contig	2020-07-18	CAJAKO01
GCA_903940455.1	Synechococcus lacustris				Loc080925-4m_bin-0603			2635973	Contig	2020-07-18	CAJALB01
GCA_903943975.1	Synechococcus lacustris				Loc090721-5m_bin-503			2470137	Contig	2020-07-18	CAJAQB01
GCA_903944355.1	Synechococcus lacustris				Loc090907-6m_bin-455			2475429	Contig	2020-07-18	CAJARI01
GCA_903944915.1	Synechococcus lacustris				Loc080925-8-8m_bin-316			2740482	Contig	2020-07-18	CAJATR01
GCA_903944935.1	Synechococcus lacustris				Loc080925-5m_bin-0946			2656095	Contig	2020-07-18	CAJATQ01
GCA_903949255.1	Synechococcus lacustris				Loc090721-6m_bin-132			2505443	Contig	2020-07-18	CAJAYV01
GCA_903949385.1	Synechococcus lacustris				Loc090519-4m_bin-515			2486750	Contig	2020-07-18	CAJAZF01
